sampledate,doyfrac,doy,year,yearfrac,genus,division,biomass
7/29/2013,0.57260274,210,2013,2013.572603,Pseudochydorus,Chydoridae,0
7/29/2013,0.57260274,210,2013,2013.572603,Synchaeta,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Testudinella,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Trichocerca,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Alona,Chydoridae,0
9/9/2013,0.687671233,252,2013,2013.687671,Anuraeopsis,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Ascomorpha,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Asplanchna,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Asplanchnopus,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Bosmina,Bosmina,1.184675635
9/9/2013,0.687671233,252,2013,2013.687671,Brachionus,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Camptocercus,Chydoridae,0
9/9/2013,0.687671233,252,2013,2013.687671,Calanoida,Calanoida,0
9/9/2013,0.687671233,252,2013,2013.687671,Ceriodaphnia,Ceriodaphnia,3.403506942
9/9/2013,0.687671233,252,2013,2013.687671,Chydorus,Chydoridae,0
9/9/2013,0.687671233,252,2013,2013.687671,Collotheca,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Conochilus (Individual),Rotifer,0.217939223
9/9/2013,0.687671233,252,2013,2013.687671,Coulrella,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Cyclopoida,Cyclopoida,3.338837244
9/9/2013,0.687671233,252,2013,2013.687671,Daphnia,Daphnia,0
9/9/2013,0.687671233,252,2013,2013.687671,Daphnia lumholtzi,Daphniid,0
9/9/2013,0.687671233,252,2013,2013.687671,Diaphanosoma,Diaphanosoma,3.715798197
9/9/2013,0.687671233,252,2013,2013.687671,Disparalona,Chydoridae,0
9/9/2013,0.687671233,252,2013,2013.687671,Euchlanis,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Filinia,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Gastropus,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Hexarthra ,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Kellicottia,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Keratella cochlearis,Rotifer,0.171564604
9/9/2013,0.687671233,252,2013,2013.687671,Keratella quadrata,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Lecane,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Lepadella,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Leptodora,Leptodora,0
9/9/2013,0.687671233,252,2013,2013.687671,Macrochaetus,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Moina,Daphniid,0
9/9/2013,0.687671233,252,2013,2013.687671,Monostyla,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Mytilina,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Nauplii,Nauplii,1.606703756
9/9/2013,0.687671233,252,2013,2013.687671,Notholca,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Platyias,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Pleuroxus,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Polyarthra,Rotifer,0.03433863
9/9/2013,0.687671233,252,2013,2013.687671,Pompholyx,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Proales,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Pseudochydorus,Chydoridae,0
9/9/2013,0.687671233,252,2013,2013.687671,Synchaeta,Rotifer,0.056667508
9/9/2013,0.687671233,252,2013,2013.687671,Testudinella,Rotifer,0
9/9/2013,0.687671233,252,2013,2013.687671,Trichocerca,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Alona,Chydoridae,0
6/16/2014,0.454794521,167,2014,2014.454795,Anuraeopsis,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Ascomorpha,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Asplanchna,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Asplanchnopus,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Bosmina,Bosmina,9.152118357
6/16/2014,0.454794521,167,2014,2014.454795,Brachionus,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Camptocercus,Chydoridae,0
6/16/2014,0.454794521,167,2014,2014.454795,Calanoida,Calanoida,144.9404715
6/16/2014,0.454794521,167,2014,2014.454795,Ceriodaphnia,Ceriodaphnia,0
6/16/2014,0.454794521,167,2014,2014.454795,Chydorus,Chydoridae,3.491952585
6/16/2014,0.454794521,167,2014,2014.454795,Collotheca,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Conochilus (Individual),Rotifer,4.27504123
6/16/2014,0.454794521,167,2014,2014.454795,Coulrella,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Cyclopoida,Cyclopoida,23.76775759
6/16/2014,0.454794521,167,2014,2014.454795,Daphnia,Daphnia,146.660003
6/16/2014,0.454794521,167,2014,2014.454795,Daphnia lumholtzi,Daphniid,0
6/16/2014,0.454794521,167,2014,2014.454795,Diaphanosoma,Diaphanosoma,0
6/16/2014,0.454794521,167,2014,2014.454795,Disparalona,Chydoridae,0
6/16/2014,0.454794521,167,2014,2014.454795,Euchlanis,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Filinia,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Gastropus,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Hexarthra ,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Kellicottia,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Keratella cochlearis,Rotifer,0.861715362
6/16/2014,0.454794521,167,2014,2014.454795,Keratella quadrata,Rotifer,0.333100237
6/16/2014,0.454794521,167,2014,2014.454795,Lecane,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Lepadella,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Leptodora,Leptodora,0
6/16/2014,0.454794521,167,2014,2014.454795,Macrochaetus,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Moina,Daphniid,0
6/16/2014,0.454794521,167,2014,2014.454795,Monostyla,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Mytilina,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Nauplii,Nauplii,4.59612532
6/16/2014,0.454794521,167,2014,2014.454795,Notholca,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Platyias,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Pleuroxus,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Polyarthra,Rotifer,3.37157763
6/16/2014,0.454794521,167,2014,2014.454795,Pompholyx,Rotifer,0.042012751
6/16/2014,0.454794521,167,2014,2014.454795,Proales,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Pseudochydorus,Chydoridae,0
6/16/2014,0.454794521,167,2014,2014.454795,Synchaeta,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Testudinella,Rotifer,0
6/16/2014,0.454794521,167,2014,2014.454795,Trichocerca,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Alona,Chydoridae,0
8/4/2014,0.589041096,216,2014,2014.589041,Anuraeopsis,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Ascomorpha,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Asplanchna,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Asplanchnopus,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Bosmina,Bosmina,10.8881217
8/4/2014,0.589041096,216,2014,2014.589041,Brachionus,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Camptocercus,Chydoridae,0
8/4/2014,0.589041096,216,2014,2014.589041,Calanoida,Calanoida,12.96788223
8/4/2014,0.589041096,216,2014,2014.589041,Ceriodaphnia,Ceriodaphnia,14.10911497
8/4/2014,0.589041096,216,2014,2014.589041,Chydorus,Chydoridae,19.55648853
8/4/2014,0.589041096,216,2014,2014.589041,Collotheca,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Conochilus (Individual),Rotifer,0.054955301
8/4/2014,0.589041096,216,2014,2014.589041,Coulrella,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Cyclopoida,Cyclopoida,0
8/4/2014,0.589041096,216,2014,2014.589041,Daphnia,Daphnia,0.820985716
8/4/2014,0.589041096,216,2014,2014.589041,Daphnia lumholtzi,Daphniid,0
8/4/2014,0.589041096,216,2014,2014.589041,Diaphanosoma,Diaphanosoma,0
8/4/2014,0.589041096,216,2014,2014.589041,Disparalona,Chydoridae,0
8/4/2014,0.589041096,216,2014,2014.589041,Euchlanis,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Filinia,Rotifer,0.045055984
8/4/2014,0.589041096,216,2014,2014.589041,Gastropus,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Hexarthra ,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Kellicottia,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Keratella cochlearis,Rotifer,0.109140684
8/4/2014,0.589041096,216,2014,2014.589041,Keratella quadrata,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Lecane,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Lepadella,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Leptodora,Leptodora,0
8/4/2014,0.589041096,216,2014,2014.589041,Macrochaetus,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Moina,Daphniid,0
8/4/2014,0.589041096,216,2014,2014.589041,Monostyla,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Mytilina,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Nauplii,Nauplii,0.884154184
8/4/2014,0.589041096,216,2014,2014.589041,Notholca,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Platyias,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Pleuroxus,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Polyarthra,Rotifer,0.026489552
8/4/2014,0.589041096,216,2014,2014.589041,Pompholyx,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Proales,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Pseudochydorus,Chydoridae,0
8/4/2014,0.589041096,216,2014,2014.589041,Synchaeta,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Testudinella,Rotifer,0
8/4/2014,0.589041096,216,2014,2014.589041,Trichocerca,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Alona,Chydoridae,0
9/14/2014,0.701369863,257,2014,2014.70137,Anuraeopsis,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Ascomorpha,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Asplanchna,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Asplanchnopus,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Bosmina,Bosmina,0
9/14/2014,0.701369863,257,2014,2014.70137,Brachionus,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Camptocercus,Chydoridae,0
9/14/2014,0.701369863,257,2014,2014.70137,Calanoida,Calanoida,50.15119398
9/14/2014,0.701369863,257,2014,2014.70137,Ceriodaphnia,Ceriodaphnia,1.314095414
9/14/2014,0.701369863,257,2014,2014.70137,Chydorus,Chydoridae,3.584640948
9/14/2014,0.701369863,257,2014,2014.70137,Collotheca,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Conochilus (Individual),Rotifer,0.028477177
9/14/2014,0.701369863,257,2014,2014.70137,Coulrella,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Cyclopoida,Cyclopoida,3.455016741
9/14/2014,0.701369863,257,2014,2014.70137,Daphnia,Daphnia,5.913885752
9/14/2014,0.701369863,257,2014,2014.70137,Daphnia lumholtzi,Daphniid,0
9/14/2014,0.701369863,257,2014,2014.70137,Diaphanosoma,Diaphanosoma,0
9/14/2014,0.701369863,257,2014,2014.70137,Disparalona,Chydoridae,0
9/14/2014,0.701369863,257,2014,2014.70137,Euchlanis,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Filinia,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Gastropus,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Hexarthra ,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Kellicottia,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Keratella cochlearis,Rotifer,0.086798497
9/14/2014,0.701369863,257,2014,2014.70137,Keratella quadrata,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Lecane,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Lepadella,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Leptodora,Leptodora,0
9/14/2014,0.701369863,257,2014,2014.70137,Macrochaetus,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Moina,Daphniid,0
9/14/2014,0.701369863,257,2014,2014.70137,Monostyla,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Mytilina,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Nauplii,Nauplii,0.608703847
9/14/2014,0.701369863,257,2014,2014.70137,Notholca,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Platyias,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Pleuroxus,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Polyarthra,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Pompholyx,Rotifer,0.002550596
9/14/2014,0.701369863,257,2014,2014.70137,Proales,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Pseudochydorus,Chydoridae,0
9/14/2014,0.701369863,257,2014,2014.70137,Synchaeta,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Testudinella,Rotifer,0
9/14/2014,0.701369863,257,2014,2014.70137,Trichocerca,Rotifer,0.10147246
6/15/2015,0.452054795,166,2015,2015.452055,Alona,Chydoridae,0
6/15/2015,0.452054795,166,2015,2015.452055,Anuraeopsis,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Ascomorpha,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Asplanchna,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Asplanchnopus,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Bosmina,Bosmina,13.77336776
6/15/2015,0.452054795,166,2015,2015.452055,Brachionus,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Camptocercus,Chydoridae,0
6/15/2015,0.452054795,166,2015,2015.452055,Calanoida,Calanoida,6.386400971
6/15/2015,0.452054795,166,2015,2015.452055,Ceriodaphnia,Ceriodaphnia,26.90274249
6/15/2015,0.452054795,166,2015,2015.452055,Chydorus,Chydoridae,0
6/15/2015,0.452054795,166,2015,2015.452055,Collotheca,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Conochilus (Individual),Rotifer,0.066478811
6/15/2015,0.452054795,166,2015,2015.452055,Coulrella,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Cyclopoida,Cyclopoida,120.0363914
6/15/2015,0.452054795,166,2015,2015.452055,Daphnia,Daphnia,12.31663104
6/15/2015,0.452054795,166,2015,2015.452055,Daphnia lumholtzi,Daphniid,0
6/15/2015,0.452054795,166,2015,2015.452055,Diaphanosoma,Diaphanosoma,0
6/15/2015,0.452054795,166,2015,2015.452055,Disparalona,Chydoridae,0
6/15/2015,0.452054795,166,2015,2015.452055,Euchlanis,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Filinia,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Gastropus,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Hexarthra ,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Kellicottia,Rotifer,0.015184103
6/15/2015,0.452054795,166,2015,2015.452055,Keratella cochlearis,Rotifer,0.276232483
6/15/2015,0.452054795,166,2015,2015.452055,Keratella quadrata,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Lecane,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Lepadella,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Leptodora,Leptodora,0
6/15/2015,0.452054795,166,2015,2015.452055,Macrochaetus,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Moina,Daphniid,0
6/15/2015,0.452054795,166,2015,2015.452055,Monostyla,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Mytilina,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Nauplii,Nauplii,78.38585364
6/15/2015,0.452054795,166,2015,2015.452055,Notholca,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Platyias,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Pleuroxus,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Polyarthra,Rotifer,0.097838384
6/15/2015,0.452054795,166,2015,2015.452055,Pompholyx,Rotifer,0.01641132
6/15/2015,0.452054795,166,2015,2015.452055,Proales,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Pseudochydorus,Chydoridae,0
6/15/2015,0.452054795,166,2015,2015.452055,Synchaeta,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Testudinella,Rotifer,0
6/15/2015,0.452054795,166,2015,2015.452055,Trichocerca,Rotifer,6.491905567
8/3/2015,0.58630137,215,2015,2015.586301,Alona,Chydoridae,0
8/3/2015,0.58630137,215,2015,2015.586301,Anuraeopsis,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Ascomorpha,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Asplanchna,Rotifer,3.177055795
8/3/2015,0.58630137,215,2015,2015.586301,Asplanchnopus,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Bosmina,Bosmina,169.1520236
8/3/2015,0.58630137,215,2015,2015.586301,Brachionus,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Camptocercus,Chydoridae,0
8/3/2015,0.58630137,215,2015,2015.586301,Calanoida,Calanoida,0
8/3/2015,0.58630137,215,2015,2015.586301,Ceriodaphnia,Ceriodaphnia,45.83426562
8/3/2015,0.58630137,215,2015,2015.586301,Chydorus,Chydoridae,24.31573944
8/3/2015,0.58630137,215,2015,2015.586301,Collotheca,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Conochilus (Individual),Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Coulrella,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Cyclopoida,Cyclopoida,6.861328528
8/3/2015,0.58630137,215,2015,2015.586301,Daphnia,Daphnia,1.579523452
8/3/2015,0.58630137,215,2015,2015.586301,Daphnia lumholtzi,Daphniid,0
8/3/2015,0.58630137,215,2015,2015.586301,Diaphanosoma,Diaphanosoma,0
8/3/2015,0.58630137,215,2015,2015.586301,Disparalona,Chydoridae,0
8/3/2015,0.58630137,215,2015,2015.586301,Euchlanis,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Filinia,Rotifer,0.37448097
8/3/2015,0.58630137,215,2015,2015.586301,Gastropus,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Hexarthra ,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Kellicottia,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Keratella cochlearis,Rotifer,0.877461113
8/3/2015,0.58630137,215,2015,2015.586301,Keratella quadrata,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Lecane,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Lepadella,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Leptodora,Leptodora,0
8/3/2015,0.58630137,215,2015,2015.586301,Macrochaetus,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Moina,Daphniid,0
8/3/2015,0.58630137,215,2015,2015.586301,Monostyla,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Mytilina,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Nauplii,Nauplii,6.848316815
8/3/2015,0.58630137,215,2015,2015.586301,Notholca,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Platyias,Rotifer,0.03334463
8/3/2015,0.58630137,215,2015,2015.586301,Pleuroxus,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Polyarthra,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Pompholyx,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Proales,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Pseudochydorus,Chydoridae,0
8/3/2015,0.58630137,215,2015,2015.586301,Synchaeta,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Testudinella,Rotifer,0
8/3/2015,0.58630137,215,2015,2015.586301,Trichocerca,Rotifer,0.236668294
9/13/2015,0.698630137,256,2015,2015.69863,Alona,Chydoridae,0
9/13/2015,0.698630137,256,2015,2015.69863,Anuraeopsis,Rotifer,0.000818352
9/13/2015,0.698630137,256,2015,2015.69863,Ascomorpha,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Asplanchna,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Asplanchnopus,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Bosmina,Bosmina,0.244364962
9/13/2015,0.698630137,256,2015,2015.69863,Brachionus,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Camptocercus,Chydoridae,0
9/13/2015,0.698630137,256,2015,2015.69863,Calanoida,Calanoida,0
9/13/2015,0.698630137,256,2015,2015.69863,Ceriodaphnia,Ceriodaphnia,46.6565683
9/13/2015,0.698630137,256,2015,2015.69863,Chydorus,Chydoridae,1.743995278
9/13/2015,0.698630137,256,2015,2015.69863,Collotheca,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Conochilus (Individual),Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Coulrella,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Cyclopoida,Cyclopoida,15.69588715
9/13/2015,0.698630137,256,2015,2015.69863,Daphnia,Daphnia,29.67303122
9/13/2015,0.698630137,256,2015,2015.69863,Daphnia lumholtzi,Daphniid,0
9/13/2015,0.698630137,256,2015,2015.69863,Diaphanosoma,Diaphanosoma,0
9/13/2015,0.698630137,256,2015,2015.69863,Disparalona,Chydoridae,0
9/13/2015,0.698630137,256,2015,2015.69863,Euchlanis,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Filinia,Rotifer,0.144671232
9/13/2015,0.698630137,256,2015,2015.69863,Gastropus,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Hexarthra ,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Kellicottia,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Keratella cochlearis,Rotifer,0.476328464
9/13/2015,0.698630137,256,2015,2015.69863,Keratella quadrata,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Lecane,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Lepadella,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Leptodora,Leptodora,0
9/13/2015,0.698630137,256,2015,2015.69863,Macrochaetus,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Moina,Daphniid,0
9/13/2015,0.698630137,256,2015,2015.69863,Monostyla,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Mytilina,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Nauplii,Nauplii,0.806191016
9/13/2015,0.698630137,256,2015,2015.69863,Notholca,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Platyias,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Pleuroxus,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Polyarthra,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Pompholyx,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Proales,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Pseudochydorus,Chydoridae,0
9/13/2015,0.698630137,256,2015,2015.69863,Synchaeta,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Testudinella,Rotifer,0
9/13/2015,0.698630137,256,2015,2015.69863,Trichocerca,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Alona,Chydoridae,0
6/13/2016,0.449315068,165,2016,2016.449315,Alonella,Chydoridae,4.080951965
6/13/2016,0.449315068,165,2016,2016.449315,Anuraeopsis,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Ascomorpha,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Asplanchna,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Asplanchnopus,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Bosmina,Bosmina,4.806403744
6/13/2016,0.449315068,165,2016,2016.449315,Brachionus,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Camptocercus,Chydoridae,0.18619262
6/13/2016,0.449315068,165,2016,2016.449315,Calanoida,Calanoida,168.2272794
6/13/2016,0.449315068,165,2016,2016.449315,Ceriodaphnia,Ceriodaphnia,0
6/13/2016,0.449315068,165,2016,2016.449315,Chydorus,Chydoridae,17.11197455
6/13/2016,0.449315068,165,2016,2016.449315,Collotheca,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Conochilus (Individual),Rotifer,2.3156117
6/13/2016,0.449315068,165,2016,2016.449315,Coulrella,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Cyclopoida,Cyclopoida,74.73469411
6/13/2016,0.449315068,165,2016,2016.449315,Daphnia,Daphnia,45.44430651
6/13/2016,0.449315068,165,2016,2016.449315,Daphnia lumholtzi,Daphniid,0
6/13/2016,0.449315068,165,2016,2016.449315,Diaphanosoma,Diaphanosoma,6.475984056
6/13/2016,0.449315068,165,2016,2016.449315,Disparalona,Chydoridae,0
6/13/2016,0.449315068,165,2016,2016.449315,Euchlanis,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Filinia,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Gastropus,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Hexarthra ,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Kellicottia,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Keratella cochlearis,Rotifer,0.040417151
6/13/2016,0.449315068,165,2016,2016.449315,Keratella quadrata,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Lecane,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Lepadella,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Leptodora,Leptodora,0
6/13/2016,0.449315068,165,2016,2016.449315,Macrochaetus,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Moina,Daphniid,0
6/13/2016,0.449315068,165,2016,2016.449315,Monostyla,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Mytilina,Rotifer,0
6/13/2016,0.449315068,165,2016,2016.449315,Nauplii,Nauplii,18.56833948
